ObjectId(5a7decdfe4b02ef585d807f1),,2018-02-09T18:47:59.915Z,2018-02-19T07:39:29.968Z,OPEN
ObjectId(5a7def10e4b02ef585d8085e),,2018-02-09T18:57:20.957Z,2018-02-19T07:39:26.423Z,OPEN
ObjectId(5a7def26e4b02ef585d808cb),,2018-02-09T18:57:42.553Z,2018-02-19T07:39:17.903Z,OPEN
ObjectId(5a7e073de4b02ef585d808d0),,2018-02-09T20:40:29.807Z,2018-02-09T20:40:50.686Z,OPEN
ObjectId(5a7e07f9e4b02ef585d808d3),,2018-02-09T20:43:37.037Z,2018-02-09T20:43:37.037Z,OPEN
ObjectId(5a7e0b53e4b02ef585d808d7),,2018-02-09T20:57:55.636Z,2018-11-02T05:42:23.104Z,OPEN
ObjectId(5a7e0bace4b02ef585d80944),,2018-02-09T20:59:24.660Z,2018-03-10T12:38:53.193Z,OPEN
ObjectId(5a7e54bce4b02ef585d809c2),,2018-02-10T02:11:08.748Z,2018-02-14T13:22:35.080Z,OPEN
ObjectId(5a7e5d23e4b02ef585d809c7),,2018-02-10T02:46:59.548Z,2018-02-10T02:46:59.548Z,OPEN
ObjectId(5a7e7927e4b02ef585d80a34),,2018-02-10T04:46:31.459Z,2018-02-23T10:47:54.979Z,OPEN
ObjectId(5a7e9f3de4b02ef585d80aa1),,2018-02-10T07:29:01.654Z,2018-03-10T12:38:51.265Z,OPEN
ObjectId(5a802747e4b02ef585d80b23),,2018-02-11T11:21:43.348Z,2018-03-07T09:34:54.396Z,OPEN
ObjectId(5a807e8fe4b02ef585d80b27),,2018-02-11T17:34:07.655Z,2018-02-11T17:34:58.690Z,OPEN
ObjectId(5a807f97e4b02ef585d80b2a),,2018-02-11T17:38:31.449Z,2018-02-11T17:38:31.449Z,OPEN
ObjectId(5a807fa2e4b02ef585d80b2c),,2018-02-11T17:38:42.323Z,2018-02-11T17:41:53.963Z,OPEN
ObjectId(5a815993e4b02ef585d80bd0),,2018-02-12T09:08:35.496Z,2018-02-12T09:09:51.176Z,OPEN
ObjectId(5a8166f2e4b02ef585d80bd7),,2018-02-12T10:05:38.053Z,2018-02-12T10:05:38.053Z,OPEN
ObjectId(5a816adce4b02ef585d80bda),,2018-02-12T10:22:20.990Z,2018-02-22T07:31:51.183Z,OPEN
ObjectId(5a817435e4b02ef585d80be5),,2018-02-12T11:02:13.277Z,2018-02-23T10:47:53.141Z,OPEN
ObjectId(5a818ea5e4b0cdd87b4d7cd9),,2018-02-12T12:55:01.971Z,2018-02-13T10:59:55.228Z,OPEN
ObjectId(5a829317e4b0cdd87b4d7ceb),,2018-02-13T07:26:15.394Z,2018-02-23T10:46:58.897Z,OPEN
ObjectId(5a82cb4be4b0cdd87b4d7cf7),,2018-02-13T11:26:03.627Z,2018-02-14T08:00:03.414Z,OUT_FOR_DELIVERY
ObjectId(5a82cc62e4b0cdd87b4d7cfe),,2018-02-13T11:30:42.373Z,2018-02-14T07:43:53.578Z,OUT_FOR_DELIVERY
ObjectId(5a82ccb9e4b0cdd87b4d7d05),,2018-02-13T11:32:09.676Z,2018-02-13T12:33:54.824Z,OUT_FOR_DELIVERY
ObjectId(5a82d02ce4b0cdd87b4d7d0d),,2018-02-13T11:46:52.510Z,2018-02-22T09:20:43.709Z,OPEN
ObjectId(5a82d10ae4b0cdd87b4d7d7a),,2018-02-13T11:50:34.920Z,2018-02-22T09:20:45.508Z,OPEN
ObjectId(5a82e4afe4b0cdd87b4d7d85),,2018-02-13T13:14:23.144Z,2018-02-14T07:33:00.877Z,OUT_FOR_DELIVERY
ObjectId(5a82e6a5e4b0cdd87b4d7d8c),,2018-02-13T13:22:45.496Z,2018-02-14T10:04:04.942Z,DELIVERED
ObjectId(5a831fcfe4b0cdd87b4d7d9a),,2018-02-13T17:26:39.590Z,2018-04-26T10:08:41.733Z,OPEN
ObjectId(5a8402ffe4b0cdd87b4d7eb2),,2018-02-14T09:35:59.103Z,2018-02-14T13:47:57.925Z,OPEN
ObjectId(5a840302e4b0cdd87b4d7ebb),,2018-02-14T09:36:02.140Z,2018-02-14T13:47:55.854Z,OPEN
ObjectId(5a84228ce4b0cdd87b4d7ed5),,2018-02-14T11:50:36.624Z,2018-02-14T11:50:36.624Z,OPEN
ObjectId(5a84230ae4b0cdd87b4d7edd),,2018-02-14T11:52:42.321Z,2018-02-14T11:52:42.321Z,OPEN
ObjectId(5a842d6be4b0cdd87b4d7eeb),,2018-02-14T12:36:59.239Z,2018-02-26T09:35:59.986Z,OPEN
ObjectId(5a84370ae4b0cdd87b4d7fc4),,2018-02-14T13:18:02.638Z,2018-02-14T13:18:30.302Z,OPEN
ObjectId(5a843838e4b0cdd87b4d8031),,2018-02-14T13:23:04.887Z,2018-02-14T13:23:50.525Z,OPEN
ObjectId(5a843868e4b0cdd87b4d809e),,2018-02-14T13:23:52.709Z,2018-02-22T07:31:49.953Z,OPEN
ObjectId(5a843872e4b0cdd87b4d810b),,2018-02-14T13:24:02.962Z,2018-02-22T07:31:47.401Z,OPEN
ObjectId(5a843cb5e4b0cdd87b4d8178),,2018-02-14T13:42:13.845Z,2018-02-22T07:31:44.890Z,OPEN
ObjectId(5a843ccce4b0cdd87b4d817e),,2018-02-14T13:42:36.332Z,2018-04-12T14:39:41.720Z,OPEN
ObjectId(5a844384e4b0cdd87b4d8185),,2018-02-14T14:11:16.917Z,2018-02-22T07:17:17.397Z,OPEN
ObjectId(5a8587dbe4b0cdd87b4d81c1),,2018-02-15T13:15:07.000Z,2018-02-19T07:35:33.530Z,DELIVERED
ObjectId(5a858d1ce4b0cdd87b4d8231),,2018-02-15T13:37:32.243Z,2018-02-22T07:15:35.907Z,OPEN
ObjectId(5a86caa9e4b0cdd87b4d82a5),,2018-02-16T12:12:25.072Z,2018-02-16T12:22:56.698Z,OPEN
ObjectId(5a86cce9e4b0cdd87b4d8312),,2018-02-16T12:22:01.037Z,2018-02-16T12:23:01.168Z,OPEN
ObjectId(5a86cd10e4b0cdd87b4d837f),,2018-02-16T12:22:40.104Z,2018-02-17T05:33:30.859Z,OPEN
ObjectId(5a870938e4b0cdd87b4d83fa),,2018-02-16T16:39:20.015Z,2018-02-16T17:07:58.308Z,OPEN
ObjectId(5a87be8de4b0cdd87b4d84b1),,2018-02-17T05:33:01.646Z,2018-02-23T07:40:28.827Z,OPEN
ObjectId(5a87eeb3e4b0cdd87b4d8521),,2018-02-17T08:58:27.149Z,2018-02-17T09:02:12.782Z,OPEN
ObjectId(5a88098fe4b0cdd87b4d852e),,2018-02-17T10:53:03.622Z,2018-02-17T11:56:29.011Z,OPEN
ObjectId(5a887afbe4b0cdd87b4d8544),,2018-02-17T18:56:59.340Z,2018-02-17T19:04:53.842Z,OPEN
ObjectId(5a890bb0e4b0cdd87b4d85da),,2018-02-18T05:14:24.151Z,2018-04-25T11:08:14.613Z,OPEN
ObjectId(5a89297ee4b0cdd87b4d864d),,2018-02-18T07:21:34.806Z,2018-02-18T13:10:32.346Z,OPEN
ObjectId(5a893767e4b0cdd87b4d8655),,2018-02-18T08:20:55.472Z,2018-04-25T11:07:38.142Z,OPEN
ObjectId(5a897adfe4b0cdd87b4d8662),,2018-02-18T13:08:47.413Z,2018-02-18T13:10:29.766Z,OPEN
ObjectId(5a899363e4b0cdd87b4d8675),,2018-02-18T14:53:23.136Z,2018-02-18T14:54:50.277Z,OPEN
ObjectId(5a899367e4b0cdd87b4d8686),,2018-02-18T14:53:27.088Z,2018-02-18T14:54:53.371Z,OPEN
ObjectId(5a8993e6e4b0cdd87b4d86a6),,2018-02-18T14:55:34.819Z,2018-02-18T15:02:41.901Z,OPEN
ObjectId(5a899412e4b0cdd87b4d86b7),,2018-02-18T14:56:18.720Z,2018-02-18T15:03:07.248Z,OPEN
ObjectId(5a899416e4b0cdd87b4d86c8),,2018-02-18T14:56:22.663Z,2018-02-18T15:03:05.136Z,OPEN
ObjectId(5a899441e4b0cdd87b4d87ab),,2018-02-18T14:57:05.912Z,2018-02-18T15:03:02.135Z,OPEN
ObjectId(5a899482e4b0cdd87b4d88e8),,2018-02-18T14:58:10.655Z,2018-02-18T15:02:51.660Z,OPEN
ObjectId(5a8994a3e4b0cdd87b4d88f9),,2018-02-18T14:58:43.212Z,2018-02-18T15:02:45.644Z,OPEN
ObjectId(5a8994b4e4b0cdd87b4d8919),,2018-02-18T14:59:00.268Z,2018-02-18T15:02:48.191Z,OPEN
ObjectId(5a8994c8e4b0cdd87b4d8926),,2018-02-18T14:59:20.051Z,2018-02-18T15:02:17.622Z,OPEN
ObjectId(5a899629e4b0cdd87b4d8933),,2018-02-18T15:05:13.849Z,2018-02-18T15:06:48.646Z,OPEN
ObjectId(5a8996a1e4b0cdd87b4d89a0),,2018-02-18T15:07:13.716Z,2018-02-18T15:08:34.593Z,OPEN
ObjectId(5a899701e4b0cdd87b4d89ad),,2018-02-18T15:08:49.934Z,2018-02-18T15:09:27.698Z,OPEN
ObjectId(5a899c35e4b0cdd87b4d89b2),,2018-02-18T15:31:01.483Z,2018-02-18T15:41:47.621Z,OPEN
ObjectId(5a89a954e4b0cdd87b4d8a20),,2018-02-18T16:27:00.805Z,2018-02-18T17:05:58.120Z,OPEN
ObjectId(5a89b736e4b0cdd87b4d8a29),,2018-02-18T17:26:14.713Z,2018-02-18T17:26:14.713Z,OPEN
ObjectId(5a89c6c0e4b0cdd87b4d8a30),,2018-02-18T18:32:32.783Z,2018-03-10T12:38:47.491Z,OPEN
ObjectId(5a8a615be4b0cdd87b4d8aab),,2018-02-19T05:32:11.369Z,2018-02-19T05:33:04.064Z,OPEN
ObjectId(5a8a8102e4b0cdd87b4d8b26),,2018-02-19T07:47:14.827Z,2018-02-19T07:47:14.827Z,OPEN
ObjectId(5a8a8113e4b0cdd87b4d8b33),,2018-02-19T07:47:31.418Z,2018-02-19T07:47:31.418Z,OPEN
ObjectId(5a8a815de4b0cdd87b4d8b35),,2018-02-19T07:48:45.334Z,2018-02-19T07:48:45.334Z,OPEN
ObjectId(5a8bd375e4b04ce5e7426970),,2018-02-20T07:51:17.232Z,2018-03-05T04:39:15.216Z,OPEN
ObjectId(5a8bd37ee4b04ce5e7426972),,2018-02-20T07:51:26.149Z,2018-02-20T07:52:08.523Z,OPEN
ObjectId(5a8bd3a0e4b04ce5e7426974),,2018-02-20T07:52:00.224Z,2018-03-05T04:39:13.420Z,OPEN
ObjectId(5a8bf0b6e4b04ce5e7426977),,2018-02-20T09:56:06.066Z,2018-03-05T04:39:11.547Z,OPEN
ObjectId(5a8bf0d3e4b04ce5e7426979),,2018-02-20T09:56:35.543Z,2018-03-05T04:39:07.081Z,OPEN
ObjectId(5a8bf439e4b04ce5e742697e),,2018-02-20T10:11:05.531Z,2018-10-28T04:28:36.933Z,OPEN
ObjectId(5a8c0657e4b04ce5e74269f2),,2018-02-20T11:28:23.521Z,2018-02-20T11:28:23.521Z,OPEN
ObjectId(5a8d11f3e4b04ce5e7426a2e),,2018-02-21T06:30:11.512Z,2018-02-21T06:32:24.834Z,OPEN
ObjectId(5a8d28f1e4b04ce5e7426a32),,2018-02-21T08:08:17.603Z,2018-02-21T11:49:16.033Z,OUT_FOR_DELIVERY
ObjectId(5a8d5db7e4b04ce5e7426a40),,2018-02-21T11:53:27.156Z,2018-02-21T12:08:27.696Z,OPEN
ObjectId(5a8d604fe4b04ce5e7426a48),,2018-02-21T12:04:31.097Z,2018-05-26T04:08:20.405Z,OPEN
ObjectId(5a8d614ee4b04ce5e7426a4c),,2018-02-21T12:08:46.611Z,2018-02-23T15:06:03.880Z,OPEN
ObjectId(5a8d61a6e4b04ce5e7426a59),,2018-02-21T12:10:14.145Z,2018-04-10T12:01:00.835Z,OPEN
ObjectId(5a8d6383e4b04ce5e7426a68),,2018-02-21T12:18:11.504Z,2018-02-22T07:52:47.845Z,PRE_ORDER
ObjectId(5a8d64a9e4b04ce5e7426a73),,2018-02-21T12:23:05.189Z,2018-04-10T12:00:57.959Z,OPEN
ObjectId(5a8d66f8e4b04ce5e7426a81),,2018-02-21T12:32:56.827Z,2018-02-21T12:32:57.376Z,PRE_ORDER
ObjectId(5a8d6713e4b04ce5e7426a8b),,2018-02-21T12:33:23.685Z,2018-02-21T12:33:24.233Z,PRE_ORDER
ObjectId(5a8d69c1e4b04ce5e7426a95),,2018-02-21T12:44:49.094Z,2018-02-21T12:44:49.642Z,PRE_ORDER
ObjectId(5a8d69cbe4b04ce5e7426a9f),,2018-02-21T12:44:59.238Z,2018-02-21T12:44:59.787Z,PRE_ORDER
ObjectId(5a8d6ac5e4b04ce5e7426aa9),,2018-02-21T12:49:09.281Z,2018-02-22T11:51:11.868Z,BUYER_CONFIRMATION
ObjectId(5a8d73b0e4b04ce5e7426ab3),,2018-02-21T13:27:12.015Z,2018-02-28T11:12:08.205Z,DELIVERED
ObjectId(5a8d74f5e4b04ce5e7426abd),,2018-02-21T13:32:37.629Z,2018-02-28T08:24:10.689Z,BUYER_CONFIRMATION
ObjectId(5a8d76b3e4b04ce5e7426ac7),,2018-02-21T13:40:03.536Z,2018-02-27T14:09:46.143Z,BUYER_CONFIRMATION
ObjectId(5a8d7827e4b04ce5e7426ad1),,2018-02-21T13:46:15.811Z,2018-02-23T07:57:32.387Z,OUT_FOR_DELIVERY
ObjectId(5a8d7986e4b04ce5e7426add),,2018-02-21T13:52:06.135Z,2018-02-23T07:30:19.128Z,DELIVERED
ObjectId(5a8da4c6e4b04ce5e7426aea),,2018-02-21T16:56:38.650Z,2018-02-21T17:03:40.907Z,OPEN
ObjectId(5a8da4d7e4b04ce5e7426aec),,2018-02-21T16:56:55.091Z,2018-02-21T17:04:04.903Z,OPEN
ObjectId(5a8da5fee4b04ce5e7426bc4),,2018-02-21T17:01:50.705Z,2018-02-21T17:03:36.398Z,OPEN
ObjectId(5a8da600e4b04ce5e7426bc7),,2018-02-21T17:01:52.780Z,2018-02-21T17:03:28.537Z,OPEN
ObjectId(5a8da605e4b04ce5e7426bce),,2018-02-21T17:01:57.400Z,2018-02-21T17:03:26.573Z,OPEN
ObjectId(5a8da6a2e4b04ce5e7426bd9),,2018-02-21T17:04:34.905Z,2018-02-22T21:15:29.452Z,OPEN
ObjectId(5a8e65dfe4b04ce5e7426da1),,2018-02-22T06:40:31.598Z,2018-05-21T14:59:00.116Z,OPEN
ObjectId(5a8e66f2e4b04ce5e7426e0e),,2018-02-22T06:45:06.012Z,2018-02-22T06:45:57.659Z,OPEN
ObjectId(5a8e6bd3e4b04ce5e7426e81),,2018-02-22T07:05:55.943Z,2018-02-22T08:07:56.669Z,OPEN
ObjectId(5a8e6bd6e4b04ce5e7426e87),,2018-02-22T07:05:58.603Z,2018-02-22T08:07:54.289Z,OPEN
ObjectId(5a8e71eee4b04ce5e7426e92),,2018-02-22T07:31:58.551Z,2018-02-22T08:08:08.706Z,OPEN
ObjectId(5a8e8b7de4b04ce5e7426ea3),,2018-02-22T09:21:01.811Z,2018-02-22T09:36:35.625Z,OPEN
ObjectId(5a8e8f2ae4b04ce5e7426ea7),,2018-02-22T09:36:42.899Z,2018-02-22T09:56:40.864Z,OPEN
ObjectId(5a8e93dce4b04ce5e7426f14),,2018-02-22T09:56:44.607Z,2018-02-23T09:31:34.121Z,OPEN
ObjectId(5a8e98d5e4b04ce5e7426f19),,2018-02-22T10:17:57.734Z,2018-03-05T04:39:02.671Z,OPEN
ObjectId(5a8e9a26e4b04ce5e7426f22),,2018-02-22T10:23:34.749Z,2018-02-22T14:20:58.263Z,OPEN
ObjectId(5a8e9da8e4b04ce5e7426f2c),,2018-02-22T10:38:32.198Z,2018-06-29T08:19:29.175Z,OPEN
ObjectId(5a8ea46de4b04ce5e7426fa0),,2018-02-22T11:07:25.257Z,2018-02-22T14:20:56.852Z,OPEN
ObjectId(5a8ebdade4b04ce5e7426fb0),,2018-02-22T12:55:09.125Z,2018-10-18T08:04:59.042Z,OPEN
ObjectId(5a8ece5de4b04ce5e7426fb4),,2018-02-22T14:06:21.220Z,2018-02-22T14:20:53.321Z,OPEN
ObjectId(5a8ed095e4b04ce5e7426fc2),,2018-02-22T14:15:49.208Z,2018-02-22T14:20:51.543Z,OPEN
ObjectId(5a8ed0c8e4b04ce5e7426fcc),,2018-02-22T14:16:40.714Z,2018-02-22T14:20:49.382Z,OPEN
ObjectId(5a8ed1d4e4b04ce5e7426fe0),,2018-02-22T14:21:08.924Z,2018-02-27T09:40:35.828Z,OPEN
ObjectId(5a8ed287e4b04ce5e7426fef),,2018-02-22T14:24:07.201Z,2018-02-22T14:24:16.781Z,OPEN
ObjectId(5a8ed2abe4b04ce5e7426ffd),,2018-02-22T14:24:43.042Z,2018-02-27T09:40:24.291Z,OPEN
ObjectId(5a8edc1ee4b04ce5e7427003),,2018-02-22T15:05:02.677Z,2018-02-22T15:05:02.677Z,OPEN
ObjectId(5a8ede80e4b04ce5e7427073),,2018-02-22T15:15:12.095Z,2018-02-22T15:15:12.095Z,OPEN
ObjectId(5a8edfece4b04ce5e74270e3),,2018-02-22T15:21:16.558Z,2018-02-22T15:22:48.399Z,OPEN
ObjectId(5a8ee110e4b04ce5e74270ed),,2018-02-22T15:26:08.938Z,2018-02-22T17:06:37.185Z,OPEN
ObjectId(5a8ee2b4e4b04ce5e74270f9),,2018-02-22T15:33:08.789Z,2018-02-22T15:34:34.388Z,OPEN
ObjectId(5a8ee3aee4b04ce5e74271d3),,2018-02-22T15:37:18.922Z,2018-02-22T15:37:44.461Z,OPEN
ObjectId(5a8ee47de4b04ce5e74271e5),,2018-02-22T15:40:45.178Z,2018-02-22T15:43:12.296Z,OPEN
ObjectId(5a8ee522e4b04ce5e74271fe),,2018-02-22T15:43:30.193Z,2018-02-22T17:08:19.881Z,OPEN
ObjectId(5a8ef952e4b04ce5e7427279),,2018-02-22T17:09:38.401Z,2018-02-22T17:09:38.401Z,OPEN
ObjectId(5a8f882ce4b04ce5e7427308),,2018-02-23T03:19:08.600Z,2018-02-23T03:19:08.600Z,OPEN
ObjectId(5a8fc3c8e4b04ce5e742737f),,2018-02-23T07:33:28.844Z,2018-02-23T07:40:24.601Z,OPEN
ObjectId(5a8fc50ce4b04ce5e74273f0),,2018-02-23T07:38:52.672Z,2018-02-23T07:40:17.903Z,OPEN
ObjectId(5a8fc6dde4b04ce5e74273fe),,2018-02-23T07:46:37.597Z,2018-03-17T06:36:01.717Z,OPEN
ObjectId(5a8fc6e4e4b04ce5e742746b),,2018-02-23T07:46:44.977Z,2018-02-23T07:47:00.245Z,OPEN
ObjectId(5a8fd439e4b04ce5e74274e0),,2018-02-23T08:43:37.445Z,2018-02-23T08:44:15.368Z,OPEN
ObjectId(5a8fd48fe4b04ce5e742754d),,2018-02-23T08:45:03.744Z,2018-02-23T08:45:03.744Z,OPEN
ObjectId(5a8fd4dde4b04ce5e74275bb),,2018-02-23T08:46:21.043Z,2018-05-25T10:14:06.224Z,OPEN
ObjectId(5a8fe3ece4b04ce5e74275d6),,2018-02-23T09:50:36.558Z,2018-06-29T08:19:59.686Z,OPEN
ObjectId(5a8fe42ce4b04ce5e74275dd),,2018-02-23T09:51:40.918Z,2018-02-23T10:06:54.548Z,OPEN
ObjectId(5a8fe7d1e4b04ce5e742764c),,2018-02-23T10:07:13.835Z,2018-02-23T10:10:51.937Z,OPEN
ObjectId(5a8fe841e4b04ce5e74276b9),,2018-02-23T10:09:05.879Z,2018-02-23T10:10:48.278Z,OPEN
ObjectId(5a8fe90de4b04ce5e74276c3),,2018-02-23T10:12:29.775Z,2018-06-29T07:52:12.506Z,OPEN
ObjectId(5a90056ce4b04ce5e74276d7),,2018-02-23T12:13:32.344Z,2018-02-23T12:25:35.925Z,OPEN
ObjectId(5a900858e4b04ce5e74276e3),,2018-02-23T12:26:00.964Z,2018-02-23T12:26:00.964Z,OPEN
ObjectId(5a90086be4b04ce5e7427750),,2018-02-23T12:26:19.408Z,2018-02-23T12:26:19.408Z,OPEN
ObjectId(5a9016ace4b04ce5e742775c),,2018-02-23T13:27:08.736Z,2018-02-26T12:00:26.166Z,OPEN
ObjectId(5a9022abe4b04ce5e74277cf),,2018-02-23T14:18:19.640Z,2018-02-23T14:24:14.201Z,OPEN
ObjectId(5a902470e4b04ce5e742783d),,2018-02-23T14:25:52.999Z,2018-02-27T09:40:34.315Z,OPEN
ObjectId(5a902994e4b04ce5e7427848),,2018-02-23T14:47:48.854Z,2018-02-23T14:47:48.854Z,OPEN
ObjectId(5a902d24e4b0b353e6904ff2),,2018-02-23T15:03:00.589Z,2018-02-23T15:03:00.590Z,OPEN
ObjectId(5a90328fe4b0b353e6905061),,2018-02-23T15:26:07.454Z,2018-02-23T15:26:31.406Z,OPEN
ObjectId(5a9032bee4b0b353e690506c),,2018-02-23T15:26:54.309Z,2018-02-23T15:27:28.735Z,OPEN
ObjectId(5a903b1ce4b0b353e69050d9),,2018-02-23T16:02:36.474Z,2018-02-26T05:57:01.154Z,OPEN
ObjectId(5a903b2de4b0b353e6905146),,2018-02-23T16:02:53.544Z,2018-02-23T16:04:26.259Z,OPEN
ObjectId(5a903db8e4b0b353e690514b),,2018-02-23T16:13:44.347Z,2018-02-23T16:14:16.568Z,OPEN
ObjectId(5a903f29e4b0b353e69051bc),,2018-02-23T16:19:53.645Z,2018-02-23T16:19:53.645Z,OPEN
ObjectId(5a903f39e4b0b353e69051c4),,2018-02-23T16:20:09.844Z,2018-02-26T11:41:56.366Z,OPEN
ObjectId(5a90535de4b0b353e69051e1),,2018-02-23T17:46:05.851Z,2018-02-26T18:15:59.327Z,OPEN
ObjectId(5a90f4d4e4b0b353e69051f1),,2018-02-24T05:15:00.483Z,2018-02-24T05:15:00.483Z,OPEN
ObjectId(5a9109e4e4b0b353e69051f5),,2018-02-24T06:44:52.502Z,2018-02-24T06:44:52.502Z,OPEN
ObjectId(5a912e18e4b0b353e6905263),,2018-02-24T09:19:20.816Z,2018-02-24T09:19:20.816Z,OPEN
ObjectId(5a912e23e4b0b353e69052d1),,2018-02-24T09:19:31.463Z,2018-05-10T15:10:51.717Z,OPEN
ObjectId(5a912f4be4b0b353e690533f),,2018-02-24T09:24:27.183Z,2018-05-10T15:10:46.236Z,OPEN
ObjectId(5a91c0ffe4b0b353e6905353),,2018-02-24T19:46:07.943Z,2018-04-22T14:25:38.568Z,OPEN
ObjectId(5a91c4efe4b0b353e6905366),,2018-02-24T20:02:55.642Z,2018-02-24T20:02:55.642Z,OPEN
ObjectId(5a91c507e4b0b353e69053d3),,2018-02-24T20:03:19.983Z,2018-02-24T20:03:19.983Z,OPEN
ObjectId(5a92224fe4b0b353e69054de),,2018-02-25T02:41:19.097Z,2018-02-25T02:41:19.097Z,OPEN
ObjectId(5a922303e4b0b353e690554b),,2018-02-25T02:44:19.374Z,2018-02-25T02:44:50.534Z,OPEN
ObjectId(5a925b3ee4b0b353e690555e),,2018-02-25T06:44:14.875Z,2018-02-25T06:44:14.875Z,OPEN
ObjectId(5a926b02e4b0b353e69055cd),,2018-02-25T07:51:30.579Z,2018-02-25T07:51:30.579Z,OPEN
ObjectId(5a934bc1e4b0b353e69055e9),,2018-02-25T23:50:25.132Z,2018-03-01T04:03:31.853Z,OPEN
